raw_name,taxon_name,level_1
Asteraceae (Liguliflorae),asteraceae_liguliflorae,Cichorioideae
Asteraceae (spineless),asteraceae_spineless,Asteroideae
Asteraceae (Tubuliflorae),asteraceae_tubuliflorae,Asteroideae
Asteraceae (type 1),asteraceae_type_1,Asteraceae
Asteraceae (type 2),asteraceae_type_2,Asteraceae
Asteraceae (undiff.),asteraceae_undiff,Asteraceae
Asteraceae type,asteraceae_type,Asteraceae
Asteroideae,asteroideae,Asteroideae
Asteroideae (14 µm),asteroideae_14_mu_m,Asteroideae
Asteroideae (15 µm),asteroideae_15_mu_m,Asteroideae
Asteroideae (19 µm),asteroideae_19_mu_m,Asteroideae
Asteroideae (type 1),asteroideae_type_1,Asteroideae
Asteroideae (type 2),asteroideae_type_2,Asteroideae
Asteroideae (type 3),asteroideae_type_3,Asteroideae
Asteroideae (type 4),asteroideae_type_4,Asteroideae
Asteroideae (type 5),asteroideae_type_5,Asteroideae
Asteroideae undiff.,asteroideae_undiff,Asteroideae
Astrotricha,astrotricha,Astrotricha
Atherosperma,atherosperma,Atherosperma
Atherosperma moschatum,atherosperma_moschatum,Atherosperma
Athrotaxis,athrotaxis,Athrotaxis
Athrotaxis/Diselma,athrotaxis_diselma,Cupressaceae
Athrotaxis/Diselma type,athrotaxis_diselma_type,Cupressaceae
Australina,australina,Australina
Austromyrtus,austromyrtus,Austromyrtus
Avicennia,avicennia,Avicennia
Avicennia marina,avicennia_marina,Avicennia
Azolla,azolla,Azolla
Baccaurea,baccaurea,Baccaurea
Backhousia myrtifolia,backhousia_myrtifolia,Backhousia
Baeckea,baeckea,Baeckea
Baeckea-type,baeckea_type,Baeckea
Baeckea/Leptospermum,baeckea_leptospermum,Myrtaceae
Baeckea/Tristania,baeckea_tristania,Myrtaceae
Balanops,balanops,Balanops
Balanops australiana,balanops_australiana,Balanops
Banksia,banksia,Banksia
Banksia aemula,banksia_aemula,Banksia
Banksia dentata,banksia_dentata,Banksia integrifolia-type
Banksia integrifolia,banksia_integrifolia,Banksia integrifolia-type
Banksia integrifolia type,banksia_integrifolia_type,Banksia integrifolia-type
Banksia marginata,banksia_marginata,Banksia integrifolia-type
Banksia robur,banksia_robur,Banksia integrifolia-type
Banksia serrata,banksia_serrata,Banksia
Banksia/Dryandra,banksia_dryandra,Banksia/Dryandra-type
Barringtonia,barringtonia,Barringtonia
Batis,batis,Batis
Bauera,bauera,Bauera
Bauera rubioides,bauera_rubioides,Bauera
Bauera type,bauera_type,Bauera
Bauhinia,bauhinia,Bauhinia
Bauhinia-type,bauhinia_type,Bauhinia
Baumea,baumea,Baumea
Baumea type,baumea_type,Baumea
Baumea/Gymnoschoenus,baumea_gymnoschoenus,Cyperaceae
Beilschmiedia tawa,beilschmiedia_tawa,Beilschmiedia
Bellendena,bellendena,Bellendena
Bellendena montana,bellendena_montana,Bellendena
Bellendena type,bellendena_type,Bellendena
Bertya,bertya,Bertya
Betula,betula,Betula
Beyeria,beyeria,Beyeria
Beyeria type,beyeria_type,Beyeria
Bidens,bidens,Bidens
Bignoniaceae type,bignoniaceae_type,Bignoniaceae
Billardiera scandens,billardiera_scandens,Billardiera
Bischofia,bischofia,Bischofia
Bischofia javanica,bischofia_javanica,Bischofia
Blandfordia,blandfordia,Blandfordia
Blechnum,blechnum,Blechnum
Blechnum capense type,blechnum_capense_type,Blechnum
Blepharocarya,blepharocarya,Blepharocarya
Blyxa,blyxa,Blyxa
Bombacaceae _Durian _comp,bombacaceae_durian_comp,Bombacaceae
Bombacaceae type,bombacaceae_type,Bombacaceae
Bombax,bombax,Bombax
Bombax ceiba,bombax_ceiba,Bombax
Boraginaceae,boraginaceae,Boraginaceae
Boraginaceae type,boraginaceae_type,Boraginaceae
Boraginaceae/Melastomataceae,boraginaceae_melastomataceae,Boraginaceae/Melastomataceae-type
Boraginaceae/Zygophyllaceae,boraginaceae_zygophyllaceae,Boraginaceae/Zygophyllaceae-type
Boronia,boronia,Boronia
Boronia algida,boronia_algida,Boronia
Boronia type,boronia_type,Boronia
Bossiaea,bossiaea,Bossiaea
Botrychium,botrychium,Botrychium
Botryococcus,botryococcus,Botryococcus
Brachycome type,brachycome_type,Brachycome
Brachyloma,brachyloma,Brachyloma
Brasenia,brasenia,Brasenia
Brassica tournefortii,brassica_tournefortii,Brassica
Brassicaceae,brassicaceae,Brassicaceae
Breynia,breynia,Breynia
Bridelia,bridelia,Bridelia
Bruguiera,bruguiera,Bruguiera
Bruguiera exaristata type,bruguiera_exaristata_type,Bruguiera
Bruguiera gymnorrhiza,bruguiera_gymnorrhiza,Bruguiera
Bruguiera/Ceriops,bruguiera_ceriops,Rhizophoraceae
Bryophyta,bryophyta,Bryophyta
Buchanania,buchanania,Buchanania
Buchanania type,buchanania_type,Buchanania
Bulbinella,bulbinella,Bulbinella
Bulbinopsis-type,bulbinopsis_type,Bulbinopsis
Burchardia,burchardia,Burchardia
Bursaria,bursaria,Bursaria
Bursaria spinosa,bursaria_spinosa,Bursaria
Burseraceae type,burseraceae_type,Burseraceae
Caesalpinia,caesalpinia,Caesalpinia
Caesalpiniaceae,caesalpiniaceae,Caesalpinioideae
Caesalpinioideae,caesalpinioideae,Caesalpinioideae
Cakile,cakile,Cakile
Calamus,calamus,Calamus
Callistemon,callistemon,Callistemon
Callistemon macropunctatus,callistemon_macropunctatus,Callistemon
Callistemon pallidus,callistemon_pallidus,Callistemon
Callistemon pityoides type,callistemon_pityoides_type,Callistemon pityoides-type
Callistemon rugulosus/Melaleuca uncinata,callistemon_rugulosus_melaleuca_uncinata,Myrtaceae
Callistemon/Calothamnus,callistemon_calothamnus,Myrtaceae
Callitriche,callitriche,Callitriche
Callitris,callitris,Callitris
Calocedrus,calocedrus,Calocedrus
Calochlaena,calochlaena,Calochlaena
Calochlaena dubia,calochlaena_dubia,Calochlaena
Calomeria,calomeria,Calomeria
Calophyllum,calophyllum,Calophyllum
Caltha,caltha,Caltha
Caltha-type,caltha_type,Caltha
Calycosia,calycosia,Calycosia
Calytrix,calytrix,Calytrix
Calytrix cf tetragona,calytrix_cf_tetragona,Calytrix
Calytrix tetragona/Lhotzkya alpestris,calytrix_tetragona_lhotzkya_alpestris,Myrtaceae
Campanulaceae,campanulaceae,Campanulaceae
Camptostemon,camptostemon,Camptostemon
Campynema lineare,campynema_lineare,Campynema
Canscora,canscora,Canscora
Canthium,canthium,Canthium
Capparaceae/Fabaceae,capparaceae_fabaceae,Capparaceae/Fabaceae-type
Capparis-type,capparis_type,Capparis
Cardamine,cardamine,Cardamine
Carex,carex,Carex
Carex-type,carex_type,Carex
Carmichaelia,carmichaelia,Carmichaelia
Carpodetus,carpodetus,Carpodetus
Carpodetus serratus,carpodetus_serratus,Carpodetus
Caryophyllaceae,caryophyllaceae,Caryophyllaceae
Caryophyllaceae cf. Stellaria pungens,caryophyllaceae_cf_stellaria_pungens,Stellaria
Caryophyllaceae/Chenopodiaceae,caryophyllaceae_chenopodiaceae,Caryophyllaceae/Amaranthaceae-type
Cassia,cassia,Cassia
Cassinia,cassinia,Cassinia
Cassinia arcuata type,cassinia_arcuata_type,Cassinia arcuata-type
Cassinia arcuata/Calomeria type,cassinia_arcuata_calomeria_type,Asteraceae
Castanopsis,castanopsis,Castanopsis
Castanopsis/Lithocarpus,castanopsis_lithocarpus,Castanopsis/Lithocarpus-type
Casuarina,casuarina,Casuarina
Casuarina (<23 µm),casuarina_smaller_than_23_mu_m,Casuarina
Casuarina (>23 µm),casuarina_bigger_than_23_mu_m,Casuarina
Casuarina (type B),casuarina_type_b,Casuarina
Casuarina equisetifolia,casuarina_equisetifolia,Casuarina
Casuarina stricta,casuarina_stricta,Allocasuarina
Casuarina undiff.,casuarina_undiff,Casuarina
Casuarinaceae,casuarinaceae,Casuarinaceae
Casuarinaceae _Casuarina,casuarinaceae_casuarina,Casuarina
Cedrela,cedrela,Cedrela
Ceiba pentandra/Cochlospermum,ceiba_pentandra_cochlospermum,Ceiba pentandra/Cochlospermum-type
Celastraceae _Bhesa _sim,celastraceae_bhesa_sim,Bhesa
Celastraceae _Lophopetalum,celastraceae_lophopetalum,Lophopetalum
Celmisia-type,celmisia_type,Celmisia
Celtis,celtis,Celtis
Celtis-type,celtis_type,Celtis
Cenarrhenes,cenarrhenes,Cenarrhenes
Cenarrhenes nitida,cenarrhenes_nitida,Cenarrhenes
Cenarrhenes type,cenarrhenes_type,Cenarrhenes
Centaurium,centaurium,Centaurium
Centella,centella,Centella
Centrolepidaceae,centrolepidaceae,Centrolepidaceae
Centrolepidaceae/Restionaceae,centrolepidaceae_restionaceae,Centrolepidaceae/Restionaceae-type
Centrolepis,centrolepis,Centrolepis
Ceratopetalum,ceratopetalum,Ceratopetalum
Cerealia,cerealia,Poaceae
Ceriops,ceriops,Ceriops
cf Amperea,cf_amperea,Amperea
cf Arthropodium,cf_arthropodium,Arthropodium
cf Astelia,cf_astelia,Astelia
cf Baeckea,cf_baeckea,Baeckea
cf Callitris intratropica,cf_callitris_intratropica,Callitris
cf Canthium,cf_canthium,Canthium
cf Carex,cf_carex,Carex
cf Casuarina,cf_casuarina,Casuarina
cf Celtis,cf_celtis,Celtis
cf Centaurium,cf_centaurium,Centaurium
cf Choriceras,cf_choriceras,Choriceras
cf Claytonia,cf_claytonia,Claytonia
cf Convolvulus,cf_convolvulus,Convolvulus
cf Cryptandra,cf_cryptandra,Cryptandra
cf Cyperus,cf_cyperus,Cyperus
cf Daucus,cf_daucus,Daucus
cf Desmodium,cf_desmodium,Desmodium
cf Dichosciadium,cf_dichosciadium,Dichosciadium
cf Eleocharis,cf_eleocharis,Eleocharis
cf Engelhardia,cf_engelhardia,Engelhardia
cf Epacris,cf_epacris,Epacris
cf Euphorbiaceae,cf_euphorbiaceae,Euphorbiaceae
cf Euphrasia,cf_euphrasia,Euphrasia
cf Grevillea,cf_grevillea,Grevillea
cf Gunnera,cf_gunnera,Gunnera
cf Hakea,cf_hakea,Hakea
cf Hibbertia,cf_hibbertia,Hibbertia
cf Hydrocotyle,cf_hydrocotyle,Hydrocotyle
cf Hydrocotyle hirta,cf_hydrocotyle_hirta,Hydrocotyle
cf Hymenanthera,cf_hymenanthera,Hymenanthera
cf Ixora,cf_ixora,Ixora
cf Lasiopetalum,cf_lasiopetalum,Lasiopetalum
cf Lepidosperma,cf_lepidosperma,Lepidosperma
cf Leucopogon,cf_leucopogon,Leucopogon
cf Lomandra,cf_lomandra,Lomandra
cf Lonicera type,cf_lonicera_type,Lonicera
cf Lycopodium,cf_lycopodium,Lycopodium
cf Melaleuca acuminata,cf_melaleuca_acuminata,Melaleuca
cf Melaleuca halmaturorum,cf_melaleuca_halmaturorum,Melaleuca
cf Melochia,cf_melochia,Melochia
cf Moraceae/Urticaceae,cf_moraceae_urticaceae,Rosales
cf Myosurus,cf_myosurus,Myosurus
cf Pandanus,cf_pandanus,Pandanus
cf Paratrophis,cf_paratrophis,Paratrophis
cf Pemphis,cf_pemphis,Pemphis
cf Pimelea,cf_pimelea,Pimelea
cf Podocarpus,cf_podocarpus,Podocarpus
cf Pomaderris,cf_pomaderris,Pomaderris
cf Poranthera,cf_poranthera,Poranthera
cf Potamogeton,cf_potamogeton,Potamogeton
cf Quintinia,cf_quintinia,Quintinia
cf Restio,cf_restio,Restio
cf Rubiaceae,cf_rubiaceae,Rubiaceae
cf Rubus,cf_rubus,Rubus
cf Rumex,cf_rumex,Rumex
cf Rutaceae,cf_rutaceae,Rutaceae
cf Samolus,cf_samolus,Samolus
cf Scirpus,cf_scirpus,Scirpus
cf Selliera,cf_selliera,Selliera
cf Silene,cf_silene,Silene
cf Spinifex,cf_spinifex,Spinifex
cf Spyridium,cf_spyridium,Spyridium
cf Streblus,cf_streblus,Streblus
cf Swainsona,cf_swainsona,Swainsona
cf Syzygium,cf_syzygium,Syzygium
cf Terminalia type,cf_terminalia_type,Terminalia
cf Violaceae,cf_violaceae,Violaceae
cf Wedelia,cf_wedelia,Wedelia
cf Xeronema,cf_xeronema,Xeronema
cf. Goodeniaceae,cf_goodeniaceae,Goodeniaceae
Cheilanthes,cheilanthes,Cheilanthes
Chenopodiaceae,chenopodiaceae,Amaranthaceae
Chenopodiaceae sensu stricto,chenopodiaceae_sensu_stricto,Amaranthaceae
Chenopodium,chenopodium,Chenopodium
Chionochloa type,chionochloa_type,Chionochloa
Chionogentiana,chionogentiana,Chionogentias
Chlorophyceae,chlorophyceae,Chlorophyceae
Choretrum,choretrum,Choretrum
Chorizandra,chorizandra,Chorizandra
Cichorioideae,cichorioideae,Cichorioideae
Cichorioideae undiff.,cichorioideae_undiff,Cichorioideae
Cingulatisporites,cingulatisporites,Cingulatisporites
Cingulatisporites,cingulatisporites_2,Cingulatisporites
Cirsium-type,cirsium_type,Cirsium
Cissus,cissus,Cissus
Cladium,cladium,Cladium
Cladium/Machaerina type,cladium_machaerina_type,Cyperaceae
Claoxylon,claoxylon,Claoxylon
Claoxylon type,claoxylon_type,Claoxylon
Claytonia,claytonia,Claytonia
Cleistocalyx,cleistocalyx,Cleistocalyx
Clematis,clematis,Clematis
Clematis-type,clematis_type,Clematis
Clerodendrum,clerodendrum,Clerodendrum
Codonocarpus,codonocarpus,Codonocarpus
Collospermum,collospermum,Collospermum
Colobanthus,colobanthus,Colobanthus
Colocasia,colocasia,Colocasia
Colocasia esculenta,colocasia_esculenta,Colocasia
Combretaceae,combretaceae,Combretaceae
Combretaceae _Lumnitzera,combretaceae_lumnitzera,Lumnitzera
Comesperma,comesperma,Comesperma
Commelina,commelina,Commelina
Commelinaceae,commelinaceae,Commelinaceae
Commersonia,commersonia,Commersonia
Coniferophyta,coniferophyta,Coniferae
Conostomum,conostomum,Conostomum
Convolvulaceae,convolvulaceae,Convolvulaceae
Coprosma,coprosma,Coprosma
Coprosma perpusilla type,coprosma_perpusilla_type,Coprosma
Coprosma quadrifida,coprosma_quadrifida,Coprosma
Coprosma/Opercularia,coprosma_opercularia,Rubiaceae
Coprosma/Pomax,coprosma_pomax,Rubiaceae
Cordyline,cordyline,Cordyline
Coriaria,coriaria,Coriaria
Corokia,corokia,Corokia
Correa,correa,Correa
Corymbia,corymbia,Corymbia
Corymbia calophylla,corymbia_calophylla,Corymbia
Corymbia polycarpa,corymbia_polycarpa,Corymbia
Corynocarpus,corynocarpus,Corynocarpus
Cotula,cotula,Cotula
Crassula,crassula,Crassula
Crassulaceae,crassulaceae,Crassulaceae
Crotalaria,crotalaria,Crotalaria
Croton,croton,Croton
Cryptandra,cryptandra,Cryptandra
Cryptandra spinescens,cryptandra_spinescens,Cryptandra
Crypteroniaceae _Dactylocladus,crypteroniaceae_dactylocladus,Dactylocladus
Cucurbitaceae,cucurbitaceae,Cucurbitaceae
Culcita,culcita,Culcita
Culcita type,culcita_type,Culcita
Culcita/Pteris,culcita_pteris,Culcita/Pteris-type
Cunoniaceae,cunoniaceae,Cunoniaceae
Cunoniaceae (dicolpate),cunoniaceae_dicolpate,Cunoniaceae
Cunoniaceae (tricolpate),cunoniaceae_tricolpate,Cunoniaceae
"Cunoniaceae (tricolporate, very fine reticulate, 12 µm, cf. Weinmannia)",cunoniaceae_tricolporate_very_fine_reticulate_12_mu_m_cf_weinmannia,Weinmannia
Cunoniaceae _Weinmannia,cunoniaceae_weinmannia,Weinmannia
Cunoniaceae/Elaeocarpaceae,cunoniaceae_elaeocarpaceae,Cunoniaceae/Elaeocarpaceae-type
Cupaniopsis,cupaniopsis,Cupaniopsis
Cupaniopsis anacardioides,cupaniopsis_anacardioides,Cupaniopsis
Cuphea,cuphea,Cuphea
Cupressaceae,cupressaceae,Cupressaceae
Cyathaceae,cyathaceae,Cyatheaceae
Cyathea,cyathea,Cyathea
Cyathea-type,cyathea_type,Cyathea
Cyathea australis,cyathea_australis,Cyathea
Cyathea cf smithii,cyathea_cf_smithii,Cyathea
Cyathea dealbata,cyathea_dealbata,Cyathea
Cyathea dealbata type,cyathea_dealbata_type,Cyathea
Cyathea dealbata/Cyathea medullaris,cyathea_dealbata_cyathea_medullaris,Cyathea
Cyathea medullaris,cyathea_medullaris,Cyathea medullaris
Cyathea smithii,cyathea_smithii,Cyathea
Cyathea smithii type,cyathea_smithii_type,Cyathea
Cyathea/Dicksonia,cyathea_dicksonia,Cyathea/Dicksonia-type
Cyatheaceae,cyatheaceae,Cyatheaceae
Cyathodes,cyathodes,Cyathodes
Cyathodes empetrifolia type,cyathodes_empetrifolia_type,Cyathodes
Cyathodes fasciculata,cyathodes_fasciculata,Cyathodes
Cyathodes juniperina,cyathodes_juniperina,Cyathodes
Cyclophyllum barbatum,cyclophyllum_barbatum,Cyclophyllum
Cyclophyllum type,cyclophyllum_type,Cyclophyllum
Cynometra-type,cynometra_type,Cynometra
Cyperaceae,cyperaceae,Cyperaceae
Cyperaceae (20 µm),cyperaceae_20_mu_m,Cyperaceae
Cyperaceae (25 µm),cyperaceae_25_mu_m,Cyperaceae
Cyperaceae (27 µm),cyperaceae_27_mu_m,Cyperaceae
Cyperaceae (29 µm),cyperaceae_29_mu_m,Cyperaceae
Cyperaceae (31 µm),cyperaceae_31_mu_m,Cyperaceae
Cyperaceae (38 µm),cyperaceae_38_mu_m,Cyperaceae
Cyperaceae (inaperturate),cyperaceae_inaperturate,Cyperaceae
Cyperaceae (type 1),cyperaceae_type_1,Cyperaceae
Cyperaceae (type 2),cyperaceae_type_2,Cyperaceae
Cyperaceae undiff.,cyperaceae_undiff,Cyperaceae
Cyperus,cyperus,Cyperus
Cyperus-type,cyperus_type,Cyperus
Dacrycarpus,dacrycarpus,Dacrycarpus
Dacrycarpus (trisaccate),dacrycarpus_trisaccate,Dacrycarpus
Dacrycarpus dacrydioides,dacrycarpus_dacrydioides,Dacrycarpus
Dacrydium,dacrydium,Dacrydium
Dacrydium bidwillii/Dacrydium biforme,dacrydium_bidwillii_dacrydium_biforme,Halocarpus
Dacrydium cupressinum,dacrydium_cupressinum,Dacrydium
Dacrydium franklinii,dacrydium_franklinii,Dacrydium
Dacrydium guillauminii,dacrydium_guillauminii,Dacrydium
Dampiera,dampiera,Dampiera
Darlingia,darlingia,Darlingia
Darwinia micropetala,darwinia_micropetala,Darwinia
Davallia,davallia,Davallia
Davallia/Microsorium,davallia_microsorium,Davallia/Microsorium-type
Daviesia,daviesia,Daviesia
Daviesia type,daviesia_type,Daviesia
Debarya,debarya,Transeauina
Dentella type,dentella_type,Dentella
Deschampsia type,deschampsia_type,Deschampsia
Dianella,dianella,Dianella
Dianella-type,dianella_type,Dianella
Dichosciadium,dichosciadium,Dichosciadium
Dichosciadium ranunculaceum,dichosciadium_ranunculaceum,Dichosciadium
Dicksonia,dicksonia,Dicksonia
Dicksonia antarctica,dicksonia_antarctica,Dicksonia
Dicksonia fibrosa,dicksonia_fibrosa,Dicksonia
Dicksonia lanata,dicksonia_lanata,Dicksonia
Dicksonia type,dicksonia_type,Dicksonia
Dicliptera,dicliptera,Dicliptera
Didymotheca,didymotheca,Didymotheca
Dillenia,dillenia,Dillenia
Dilleniaceae,dilleniaceae,Dilleniaceae
Dilleniaceae _Dillenia,dilleniaceae_dillenia,Dillenia
Dilleniaceae _Dillenia _sim,dilleniaceae_dillenia_sim,Dillenia
Dilleniaceae cf. Hibbertia,dilleniaceae_cf_hibbertia,Hibbertia
Diospyros,diospyros,Diospyros
Diplarrena,diplarrena,Diplarrena
Diplarrena type,diplarrena_type,Diplarrena
Diplaspis,diplaspis,Diplaspis
Diplaspis type,diplaspis_type,Diplaspis
Dipterocarpaceae _Shorea _sim,dipterocarpaceae_shorea_sim,Shorea
Dipterocarpaceae Menispermaceae type,dipterocarpaceae_menispermaceae_type,Dipterocarpaceae/Menispermaceae-type
Dipterocarpaceae type,dipterocarpaceae_type,Dipterocarpaceae
Discaria,discaria,Discaria
Discaria toumaton,discaria_toumaton,Discaria
Disphyma,disphyma,Disphyma
Disphyma cf australe,disphyma_cf_australe,Disphyma
Displaspis,displaspis,Diplaspis
Distichostemon,distichostemon,Dodonaea
Distichostemon hispidulus,distichostemon_hispidulus,Dodonaea
Ditrichaeae type,ditrichaeae_type,Ditrichaceae
Dodonaea,dodonaea,Dodonaea
Dodonaea-type,dodonaea_type,Dodonaea
Dodonaea angustissima,dodonaea_angustissima,Dodonaea viscosa-type
Dodonaea bursariifolia,dodonaea_bursariifolia,Dodonaea
Dodonaea cuneata,dodonaea_cuneata,Dodonaea viscosa-type
Dodonaea cuneata type,dodonaea_cuneata_type,Dodonaea viscosa-type
Dodonaea ericaefolia type,dodonaea_ericaefolia_type,Dodonaea
Dodonaea pinnata type,dodonaea_pinnata_type,Dodonaea
Dodonaea stenozyga,dodonaea_stenozyga,Dodonaea
Dodonaea tenuifolia,dodonaea_tenuifolia,Dodonaea
Dodonaea triquetra,dodonaea_triquetra,Dodonaea
Dodonaea triquetra type,dodonaea_triquetra_type,Dodonaea
Dodonaea viscosa,dodonaea_viscosa,Dodonaea viscosa-type
Dodonaea viscosa-type,dodonaea_viscosa_type,Dodonaea viscosa-type
Dolicholobium,dolicholobium,Dolicholobium
Donatia,donatia,Donatia
Donatia novae-zelandiae,donatia_novae_minus_zelandiae,Donatia
Donatia type,donatia_type,Donatia
Doryopteris,doryopteris,Doryopteris
Doryphora,doryphora,Doryphora
Dracophyllum,dracophyllum,Dracophyllum
Drapetes,drapetes,Drapetes
Drimys,drimys,Drimys
Drosera,drosera,Drosera
Drosera,drosera_2,Drosera
Drosera arcturi,drosera_arcturi,Drosera
